GEOID,NAME,estimate_CROWD,estimate_MUNIT,estimate_LIMENG,estimate_MINRTY,estimate_SNGPNT,estimate_NOHSDP,estimate_AGE17,estimate_P_LIMENG,estimate_POV,estimate_PCI,estimate_GROUPQ,estimate_AGE65,estimate_P_AGE65,estimate_UNINSUR,estimate_P_UNINSUR,estimate_P_POV,estimate_HH,estimate_HU,estimate_P_NOVEH,estimate_P_DISABL,estimate_P_UNEMP,estimate_UNEMP,estimate_DISABL,estimate_MOBILE,estimate_NOVEH,estimate_P_CROWD,estimate_TOTPOP,moe_CROWD,moe_MUNIT,moe_LIMENG,moe_MINRTY,moe_SNGPNT,moe_NOHSDP,moe_AGE17,moe_P_LIMENG,moe_POV,moe_PCI,moe_GROUPQ,moe_AGE65,moe_P_AGE65,moe_UNINSUR,moe_P_UNINSUR,moe_P_POV,moe_HH,moe_HU,moe_P_NOVEH,moe_P_DISABL,moe_P_UNEMP,moe_UNEMP,moe_DISABL,moe_MOBILE,moe_NOVEH,moe_P_CROWD,moe_TOTPOP,estimate_PAGE17,moe_PAGE17,estimate_PSNGPNT,moe_PSNGPNT,estimate_PMINRTY,moe_PMINRTY,estimate_PLIMENG,moe_PLIMENG,estimate_PMUNIT,moe_PMUNIT,estimate_PCROWD,moe_PCROWD,estimate_PGROUPQ,moe_PGROUPQ,estimate_PLPOV,estimate_PLUNEMP,estimate_PLPCI,estimate_PLNOHSDP,SPL_THEME1,RPL_THEME1,estimate_PLAGE65,estimate_PLAGE17,estimate_PLDISABL,estimate_PLSNGPNT,SPL_THEME2,RPL_THEME2,estimate_PLMINRTY,estimate_PLLIMENG,SPL_THEME3,RPL_THEME3,estimate_PLMUNIT,estimate_PLMOBILE,estimate_PLCROWD,estimate_PLNOVEH,estimate_PLGROUPQ,SPL_THEME4,RPL_THEME4,SPL_THEMES,RPL_THEMES
19300,"Daphne-Fairhope-Foley, AL Metro Area",991,20492,1068,35339,4508,14310,45677,196498,21653,31203,3014,40665,19.5,20864,10.2,10.6,78622,111945,3.4,14,4.4,4343,28863,13075,2705,78622,208107,248.4854120466632,1202.9983374884605,323.6448670997271,NA,581.4000343997238,1211,NA,114,1765,716,459,69,0.1,1646,0.8,0.9,1183,206,0.6,0.6,0.6,620,1217,831,443,1183,-555555555,21.94880518194967,NA,5.7337640863880335,0.73443778823703,16.981168341285972,NA,0.5435169823611437,0.16470614153146004,18.305417839117425,1.0741052989915953,1.2604614484495433,0.31548117160504463,1.4482934259779825,NA,0.1335,0.1568,0.6967,0.4293,1.4163000000000001,0.1702,0.8817,0.4188,0.5524,0.0288,1.8817,0.3901,0.2565,0.126,0.3825,0.1545,0.9383,0.7121,0.4499,0.007712,0.1492,2.257212,0.3455,5.937711999999999,0.1832
19340,"Davenport-Moline-Rock Island, IA-IL Metro Area",2165,16414,5755,80028,14756,23686,88303,358829,48714,30141,9078,66151,17.3,19315,5.1,13.1,153966,169585,6.8,12,5.2,10133,45301,4518,10536,153966,382720,339.7543230041378,806.2567829172044,607.0700124367864,NA,763.9293161019546,970,21,25,2151,397,620,185,0.1,1357,0.4,0.6,807,270,0.4,0.4,0.4,753,1394,354,573,807,-555555555,23.07248118729097,NA,9.583934115324162,0.4936181061938836,20.91032608695652,NA,1.603828007212349,0.16918082987298405,9.678922074475926,0.4751794955398523,1.406154605562267,0.2205452932408813,2.3719690635451505,NA,0.3272,0.3239,0.6118,0.5707,1.8336000000000001,0.3639,0.7095,0.5995,0.2592,0.6283,2.1965,0.5654,0.3613,0.5141,0.8754,0.4215,0.6093,0.3162,0.6735,0.5681,0.4346,2.6017,0.5471,7.5072,0.466
19380,"Dayton, OH Metro Area",3736,30715,7135,188471,33674,50547,177226,754481,118683,30138,27711,137902,17.2,49689,6.3,15.3,330381,369022,8.4,14.6,6.5,25772,115097,4869,27724,330381,802645,470.791886081313,1142.1471008587291,801.1391889053987,NA,1247.236946213509,1388,60,99,3916,306,1151,196,0.1,2314,0.3,0.5,1759,517,0.3,0.2,0.3,1248,1684,429,1152,1759,-555555555,22.08024718275203,NA,10.19247474885057,0.3735940826764486,23.48124014975487,NA,0.9456831914918997,0.10618407115080764,8.323351995273995,0.3092867573124512,1.1308156340709665,0.14237244215793368,3.4524603031228,NA,0.5759,0.6581,0.6093,0.7749,2.6182,0.8901,0.7018,0.445,0.6335,0.7435,2.5238,0.7801,0.4319,0.2648,0.6967,0.3089,0.4807,0.3316,0.8406,0.7918,0.6623,3.107,0.7801,8.945699999999999,0.8272
19460,"Decatur, AL Metro Area",1293,2843,2410,36406,5107,18625,34616,143379,23428,25395,2097,25652,16.8,14623,9.7,15.6,58457,67324,5.3,17.6,5.3,3581,26437,9229,3120,58457,152293,284.70686679460334,417.9688983644597,442.87921603976855,NA,564.0682582808573,1119,23,139,1670,699,408,206,0.1,1111,0.7,1.1,728,169,0.6,0.7,0.7,455,1114,608,377,728,-555555555,22.72986939649229,NA,8.7363361103033,0.9587751786797499,23.90523530300145,NA,1.6808598190808974,0.30888278841945155,4.222862575010398,0.6207414390486973,2.2118822382263885,0.48625680058294685,1.3769510089104555,NA,0.6021,0.3548,0.2057,0.5052,1.6677999999999997,0.2749,0.6427,0.5602,0.8901,0.445,2.538,0.801,0.4555,0.5347,0.9902,0.5079,0.1028,0.5681,0.3136,0.2082,0.1178,1.3105,0.08377,6.5065,0.2853
19500,"Decatur, IL Metro Area",488,4610,273,25053,4444,7117,23754,99959,16645,28925,3675,20179,18.9,5067,4.9,16.2,44113,50464,9.8,15.3,8.2,4262,15950,1267,4323,44113,106512,132.3782459469833,501.473827831523,133.2216198670471,NA,390.035895783965,564,NA,NA,1229,790,383,52,0.1,627,0.6,1.2,532,183,0.8,0.7,0.9,458,693,197,358,532,-555555555,22.3017124831005,NA,10.074127808129123,0.8757875927366439,23.521293375394322,NA,0.27311197591012315,NA,9.135225110970197,0.9931735459062405,1.1062498583184095,0.2997922574794245,3.4503154574132493,NA,0.6649,0.8843,0.527,0.1099,2.1861,0.6073,0.8406,0.4764,0.6963,0.7173,2.7306,0.9005,0.4424,0.02571,0.46811,0.1911,0.5656,0.03342,0.1414,0.8972,0.6571,2.29472,0.377,7.679530000000001,0.5262
19660,"Deltona-Daytona Beach-Ormond Beach, FL Metro Area",3168,40471,9372,173236,17951,45484,113044,605424,91275,27342,10146,157086,24.7,78651,12.5,14.6,253614,310284,5.7,16.8,5.6,15386,105954,25058,14368,253614,634773,445.45706863849404,1216.6729223583468,965.8131289229817,NA,990.941471530988,1640,70,144,3578,396,1245,128,0.1,2917,0.5,0.6,1730,548,0.3,0.3,0.4,1135,2199,950,778,1730,-555555555,17.80857093795735,NA,7.078079285843842,0.3877336182962672,27.291015843459,NA,1.5480060255292158,0.15952630825143418,13.043212025112478,0.391438668085861,1.249142397501715,0.1754369159825845,1.598366660207665,NA,0.4921,0.4319,0.3856,0.7513,2.0608999999999997,0.4869,0.9614,0.04712,0.8482,0.1152,1.9719200000000001,0.4503,0.5288,0.4936,1.0224,0.5314,0.7815,0.8612,0.7892,0.3136,0.1885,2.934,0.6832,7.98922,0.6126
19740,"Denver-Aurora-Lakewood, CO Metro Area",30461,255187,105045,1018340,84921,180897,660764,2673454,265989,39969,34692,349204,12.3,225972,8,9.4,1094028,1154952,5.7,9.4,4,63446,264392,19647,61934,1094028,2850221,1104.653791918536,3093.1131566756494,2791.016481499169,NA,2102.048762517178,3091,347,276,6229,262,1187,325,0.1,5352,0.2,0.2,2243,615,0.1,0.1,0.1,1958,3207,713,1304,2243,-555555555,23.182904062527083,NA,7.762232776492009,0.1914782764159982,35.728457547677884,NA,3.929186737456489,0.1043966125110597,22.095030789158336,0.2675545759526684,2.7842980252790603,0.10080976144295734,1.2171687739301618,NA,0.05497,0.1054,0.9666,0.9476,2.07457,0.5079,0.1028,0.6152,0.03665,0.2173,0.9719499999999999,0.08377,0.6832,0.7866,1.4698,0.7984,0.9743,0.8123,0.9512,0.3136,0.07068,3.12208,0.788,7.638400000000001,0.5157
19780,"Des Moines-West Des Moines, IA Metro Area",5487,42394,14058,119908,21851,31705,161596,588996,62126,35560,11592,81047,12.8,28816,4.6,10,246304,264570,5.3,10.5,3.9,13899,66232,6385,12994,246304,634201,546.3853951195987,1408.3777902253357,1008.5459830865423,NA,1169.5238347293312,1157,83,127,3174,522,538,141,0.1,1820,0.3,0.5,1217,262,0.3,0.3,0.2,841,1854,528,775,1217,-555555555,25.480249952302188,NA,8.871557100168898,0.4728017357161852,18.906939598013878,NA,2.386773424607298,0.1712306073234932,16.02373662924746,0.5320905354929738,2.227734831752631,0.221560488741364,1.8278116874618615,NA,0.08901,0.0874,0.8817,0.6518,1.7099100000000003,0.2958,0.1465,0.8691,0.1126,0.4817,1.6099,0.2461,0.3141,0.6812,0.9953000000000001,0.5157,0.8869,0.4139,0.7841,0.2082,0.2644,2.5575000000000006,0.5183,6.872610000000002,0.3377
19820,"Detroit-Warren-Dearborn, MI Metro Area",28359,192552,86771,1443251,153929,305342,970673,4063802,645414,32586,48258,672107,15.6,258669,6,15.1,1690744,1900988,8.9,14.1,7.1,153471,604330,53528,150340,1690744,4317179,1176.8011726710677,2349.7465820807147,2438.0783416453214,NA,2527.53239346205,3985,147,134,8315,167,1433,155,0.1,5259,0.1,0.2,4111,674,0.1,0.1,0.1,2394,4808,1294,2205,4111,-555555555,22.48396464450513,NA,9.104216841816385,0.1478442460508835,33.43041833567707,NA,2.1352172177679916,0.05999496685071279,10.129048684157922,0.1235544155901398,1.677308924355195,0.06948297704549182,1.1178132757525228,NA,0.5576,0.7815,0.7635,0.9686,3.0711999999999997,1,0.4781,0.5079,0.5681,0.5445,2.0986000000000002,0.5262,0.6466,0.6298,1.2764,0.6937,0.6427,0.9717,0.9717,0.838,0.03665,3.46075,0.9084,9.90695,0.9581
20020,"Dothan, AL Metro Area",741,2511,778,44101,5539,16564,33829,139249,27465,24780,1498,26463,17.9,16240,11.1,18.8,56401,69051,6,18.5,7.3,4793,27146,12460,3380,56401,147967,117.18361660232202,218.04815981796315,151.4034345713465,NA,336.38222307369335,721,9,64,1174,432,144,62,0.1,783,0.5,0.8,527,105,0.4,0.5,0.5,339,697,533,227,527,-555555555,22.86253015875161,NA,9.820747859080512,0.589310245245287,29.804618597389958,NA,0.5587113731516923,0.1087282582432589,3.636442629360907,0.3157300056950138,1.313806492792681,0.20740570838348554,1.0123878973014253,NA,0.8482,0.8021,0.1568,0.4764,2.2835,0.6859,0.7532,0.5733,0.9267,0.6702,2.9234,0.9634,0.5838,0.1285,0.7122999999999999,0.322,0.06427,0.6967,0.2879,0.3805,0.01571,1.44508,0.1073,7.36428,0.4188
20100,"Dover, DE Metro Area",1320,5174,2217,66135,7005,14930,40611,163831,22968,28100,5288,28461,16.3,11970,7,13.6,64545,70576,6.5,14.5,5.9,4961,24906,8704,4206,64545,174822,299.7482276845019,490.6495694485016,454.02092462792945,NA,543.323108288245,985,80,111,1744,686,586,10,0.1,1296,0.8,1,689,236,0.7,0.6,0.5,472,1028,693,481,689,-555555555,23.229913855235612,NA,10.85289333023472,0.8337638007088628,37.82990699111096,NA,1.3532237488631578,0.27712608718160325,7.331104058036726,0.6947750387657076,2.045084824541018,0.46388853762189697,3.0247909302032925,NA,0.3743,0.4859,0.4473,0.4372,1.7447000000000001,0.3115,0.563,0.623,0.6257,0.8377,2.6494,0.8665,0.7277,0.4344,1.1621000000000001,0.623,0.3959,0.5476,0.3676,0.5193,0.6152,2.4455999999999998,0.4607,8.0018,0.6152
20220,"Dubuque, IA Metro Area",493,3230,446,8631,3261,4911,22312,90681,10874,31096,4228,16344,16.9,3607,3.8,11.7,38330,41065,6,11.1,4.1,2140,10608,1557,2298,38330,96802,150.98675438593943,287.21594663249465,161.35984630632245,NA,337.33662712489433,423,44,82,873,883,416,66,0.1,516,0.5,0.9,423,184,0.6,0.5,0.5,279,497,172,243,423,-555555555,23.049110555567033,NA,8.507696321419255,0.8750626978393725,8.916138096320324,NA,0.49183401153494116,0.17794173233125238,7.865578960185073,0.6985293553148303,1.2861987998956432,0.3936569254467574,4.367678353753022,NA,0.2068,0.1208,0.6941,0.0445,1.0662,0.05497,0.6632,0.5969,0.1571,0.3796,1.7968,0.3586,0.03665,0.1131,0.14975,0.04974,0.4473,0.05656,0.06684,0.3805,0.7801,1.7313,0.1649,4.74405,0.04974
20260,"Duluth, MN-WI Metro Area",2037,13852,711,25315,9550,11362,55121,264625,38325,29818,12440,50069,17.9,12032,4.4,14.3,117982,143440,8.1,14.3,4.7,6762,39062,7250,9552,117982,279022,250.57134712492567,578.8022114677863,168.4102134669985,NA,489.800979990853,570,29,73,1455,370,927,104,0.1,717,0.3,0.5,897,425,0.5,0.4,0.3,476,1121,390,556,897,-555555555,19.755073076674957,NA,8.094455086369107,0.410562202458717,9.072761287640402,NA,0.2686820973075106,0.06364103892358447,9.656999442275517,0.40249947484621945,1.72653455611873,0.21197495185765508,4.4584298012343115,NA,0.4581,0.2211,0.5938,0.3194,1.5924,0.2435,0.7532,0.1492,0.5916,0.2984,1.7924,0.356,0.04188,0.02057,0.062450000000000006,0.02356,0.6067,0.4627,0.5861,0.7661,0.7958,3.2173999999999996,0.8246,6.66465,0.2984
20500,"Durham-Chapel Hill, NC Metro Area",5446,35499,23539,253923,20300,40627,116878,525855,79515,35830,26840,78953,14.1,58846,10.7,14.9,220244,240914,6.9,11,5.2,15369,60597,16011,15097,220244,558491,566.8050811345996,1322.3713548016683,1414.8487551678447,NA,1106.4325555586297,1392,76,93,3007,616,1100,176,0.1,2188,0.4,0.6,1198,463,0.3,0.4,0.3,983,1933,859,675,1198,-555555555,20.927463468525005,NA,9.21705018070867,0.49985873928631125,45.465907239328835,NA,4.476329026062317,0.26905565805501436,14.735133699162356,0.5481666849263356,2.4727120829625324,0.25700153099026263,4.805807076568826,NA,0.5314,0.3239,0.8869,0.7356,2.4778000000000002,0.8246,0.2956,0.2696,0.1492,0.5681,1.2825,0.1387,0.8141,0.8201,1.6342,0.8586,0.8535,0.7738,0.7532,0.5938,0.8403,3.8146,0.9634,9.2091,0.8717
20700,"East Stroudsburg, PA Metro Area",924,1652,2691,55621,4345,12284,33787,160196,19004,28486,2295,27248,16.3,11760,7.1,11.5,56770,81328,5,15.3,7.9,6723,25498,3059,2846,56770,167586,218.05733191066977,295.6568957423452,469.24726957117184,NA,428.53354594477196,1005,NA,35,1904,620,287,74,0.1,1169,0.7,1.1,863,130,0.6,0.6,0.8,689,1048,367,365,863,-555555555,20.16099196830284,NA,7.65369032939933,0.7458386256415978,33.18952657143198,NA,1.6798172239007216,0.2929204856852861,2.0312807397206374,0.3635219148798704,1.627620221948212,0.3833088902339293,1.3694461351186853,NA,0.1937,0.8689,0.4884,0.3508,1.9018,0.4058,0.563,0.1859,0.6963,0.199,1.6441999999999999,0.267,0.644,0.5321,1.1761,0.6309,0.007712,0.1671,0.2905,0.144,0.1099,0.719212,0.01047,5.441311999999999,0.123
20740,"Eau Claire, WI Metro Area",1063,5181,1503,14048,5107,7501,35503,157108,20888,29048,6775,25969,15.6,10502,6.4,13.1,66238,71990,5.7,12.6,3.5,3218,20643,2496,3785,66238,166626,222.49719099350446,363.6316817880422,278.5785347078988,NA,408.24012541640246,497,129,63,1150,578,414,123,0.1,978,0.6,0.7,556,217,0.5,0.6,0.4,377,943,222,333,556,-555555555,21.306998907733487,NA,7.710075787312419,0.6129158006794045,8.43085712913951,NA,0.9566667515339766,0.17731616642140183,7.196832893457425,0.5046481004540274,1.6048189860804978,0.335635441637569,4.065992102072906,NA,0.3272,0.03342,0.5424,0.1309,1.03392,0.04712,0.4781,0.3168,0.3325,0.2068,1.3342000000000003,0.1571,0.03141,0.2802,0.31161,0.1178,0.3753,0.1131,0.3805,0.3136,0.7539,1.9364000000000001,0.2199,4.61613,0.03403
20940,"El Centro, CA Metro Area",4616,3448,34263,160443,5410,33928,51676,165124,41191,17590,9708,22446,12.5,15883,9.3,24.2,44057,57468,7.4,14.4,15.3,10782,24557,6076,3242,44057,180216,489.31789258109086,428.3608292082739,1326.1413951762459,NA,524.7103963140048,1266,NA,48,2778,584,571,129,0.1,1607,0.9,1.6,845,155,0.9,0.6,1.3,961,1097,480,387,845,-555555555,28.674479513472722,NA,12.279546950541343,1.1674615415600427,89.02816620055933,NA,20.749860710738595,0.8030958508783819,5.999860792092991,0.7452144974347756,10.477336178132873,1.0923166734919982,5.386869090424824,NA,0.9817,0.9897,0.02571,0.6806,2.67771,0.9188,0.1234,0.966,0.6126,0.9581,2.6601,0.8691,0.9921,0.9794,1.9715,0.9948,0.2596,0.4036,0.1388,0.6632,0.877,2.3422,0.4058,9.651509999999998,0.9503
21060,"Elizabethtown-Fort Knox, KY Metro Area",1200,3420,662,30044,5325,10742,36550,141128,20015,27205,3224,20538,13.6,7636,5.3,13.6,57403,65198,5.2,18,6.1,4306,26060,7759,2990,57403,150577,235.53555994796199,424.88704381282326,179.20379460268134,NA,470.8651611661241,672,142,60,1675,753,445,147,0.1,703,0.5,1.1,718,184,0.7,0.8,0.7,495,1168,645,383,718,-555555555,24.273295390398268,NA,9.276518648851106,0.8120317452857598,19.95258239970248,NA,0.4690777166827277,0.12697946090855572,5.245559679744778,0.651519069751189,2.090483075797432,0.40948525791774354,2.141097245927333,NA,0.3743,0.5424,0.365,0.2749,1.5566,0.2225,0.2391,0.7723,0.9058,0.5864,2.5036000000000005,0.7696,0.3429,0.1028,0.4457,0.1832,0.1877,0.4961,0.2956,0.1877,0.3691,1.5362,0.1257,6.0421000000000005,0.1963
21140,"Elkhart-Goshen, IN Metro Area",1852,6384,6697,50769,8245,24218,56677,188202,26675,25075,3556,28443,14,30489,15.2,13.3,72329,78804,8.4,13.1,4.7,4784,26390,5335,6046,72329,203604,303.99506574942956,560.9714787758821,666.8260642776346,NA,590.2270749465836,1031,34,76,2122,527,348,79,0.1,1676,0.8,1.1,538,132,0.7,0.5,0.5,499,1030,437,545,538,-555555555,27.836879432624112,NA,11.399300418919106,0.811613926830095,24.935168267813992,NA,3.558410643882637,0.35431110204134764,8.101111618699559,0.7117272573668044,2.5605220589251894,0.4198631017433854,1.7465275731321586,NA,0.3455,0.2211,0.1774,0.5759,1.3199,0.1257,0.2828,0.9503,0.4031,0.9005,2.5367,0.7984,0.4843,0.7738,1.2581,0.6754,0.4704,0.3573,0.4139,0.7918,0.2435,2.2769,0.3613,7.3916,0.4241
21300,"Elmira, NY Metro Area",284,2182,237,11663,3641,5789,18660,80665,11996,28115,4722,15319,17.9,3779,4.6,14.8,34373,38797,11.2,15.4,5,1981,12723,2087,3846,34373,85740,100.16985574512923,235.10423220350586,121.34661099511597,NA,413.81759266614074,517,163,163,1001,939,501,76,0.1,528,0.6,1.2,489,217,0.9,0.8,0.8,318,660,224,341,489,-555555555,21.763470958712386,NA,10.592616297675502,1.1944345896772206,13.602752507581059,NA,0.2938077233000682,0.15043161961812118,5.624146196870892,0.6051685693245754,0.8262298897390394,0.2911830282656122,5.5073477956613015,NA,0.5157,0.2828,0.4524,0.07068,1.3215800000000002,0.1309,0.7532,0.3901,0.7199,0.8063,2.6695,0.877,0.1492,0.03342,0.18262,0.06545,0.2134,0.08997,0.03599,0.9537,0.8822,2.17526,0.3037,6.34896,0.2513
21340,"El Paso, TX Metro Area",14175,32759,115811,738920,33284,115539,233455,776363,176122,20731,15756,98103,11.7,169064,20.7,21.3,266624,294927,7,13.9,6.6,24810,113687,16511,18729,266624,841752,823.5836326688383,1282.9606385232557,2931.045035477961,NA,1366.6839429802342,2501,65,234,6010,232,915,24,0.1,4118,0.5,0.7,1270,360,0.3,0.3,0.4,1391,2289,954,818,1270,-555555555,27.73441583744381,NA,12.483497359577532,0.5091278947879128,87.78357520980052,NA,14.917119955484742,0.3775086111146893,11.10749439691856,0.43479821626251575,5.316475636101776,0.307853485364433,1.8718102243891315,NA,0.9319,0.6812,0.03342,0.8953,2.54182,0.8482,0.08226,0.9476,0.5288,0.9634,2.52206,0.7775,0.9895,0.9692,1.9586999999999999,0.9895,0.7095,0.7815,0.7995,0.6118,0.2775,3.1798,0.801,10.20238,0.9895
21420,"Enid, OK Metro Area",534,1436,1682,15497,2308,4785,16146,57570,8909,26454,1715,9782,15.7,7850,13.1,14.7,23824,26792,4,14.6,5.1,1513,8793,987,951,23824,62190,169.04733065032408,302.026488904533,382.8289435243892,NA,363.16662842282193,526,NA,48,1200,909,260,206,0.3,914,1.5,2,390,125,0.8,0.9,0.8,255,555,162,204,390,-555555555,25.962373371924745,NA,9.687709872397582,1.5161012062996653,24.91879723428204,NA,2.921660587111343,0.6649754643948789,5.359808898178561,1.1270236278968966,2.2414372061786434,0.7086180356732321,2.757678083293134,NA,0.5026,0.3085,0.2982,0.03927,1.14857,0.06283,0.4987,0.8927,0.6335,0.6387,2.6635999999999997,0.8717,0.4817,0.7275,1.2092,0.6492,0.1954,0.02314,0.002571,0.03856,0.5419,0.801571,0.01571,5.822941,0.1492
21500,"Erie, PA Metro Area",1476,8900,3619,42860,11769,16404,59836,260311,42812,27349,12943,46335,16.8,14798,5.5,16.3,110050,121124,11.2,15.3,5.9,7952,41391,6578,12380,110050,275972,257.9379770409933,538.8153672641492,449.88331820595437,NA,627.2041135069189,710,NA,28,1868,432,904,44,0.1,1136,0.4,0.7,936,403,0.6,0.5,0.5,672,1270,457,658,936,-555555555,21.681909758961055,NA,10.694229895502044,0.5626216052352118,15.530561071413043,NA,1.390260111943022,0.17282525509558935,7.347841881047522,0.4441737892856466,1.3412085415720127,0.2341047746378669,4.689968547533808,NA,0.6728,0.4859,0.3882,0.4712,2.0181,0.466,0.6427,0.3717,0.6963,0.8246,2.5353000000000003,0.7958,0.2225,0.4499,0.6724,0.2932,0.401,0.4344,0.5707,0.9537,0.8246,3.1844,0.8037,8.4102,0.6859
21660,"Eugene, OR Metro Area",3765,18726,3923,65946,12271,21713,69280,350505,67022,28070,7816,67440,18.3,27921,7.6,18.5,150780,161531,8.4,16.9,7.1,13000,61964,13761,12597,150780,368882,464.8795542933675,961.1201797902279,533.2307192951284,NA,841.2193530821792,1173,NA,NA,2539,508,544,112,0.1,1532,0.4,0.7,818,280,0.5,0.5,0.5,915,1888,691,759,818,-555555555,18.781073622459214,NA,8.138347260909935,0.5561620043950651,17.87726156331835,NA,1.1192422362020513,NA,11.592821192216974,0.5946672090926467,2.4970155192996417,0.30801871215745186,2.118834749323632,NA,0.8141,0.7815,0.4422,0.5366,2.5744000000000002,0.8691,0.7866,0.08377,0.856,0.3063,2.03267,0.4948,0.2932,0.3368,0.63,0.2644,0.7404,0.7301,0.6684,0.7918,0.3613,3.292,0.8534,8.52907,0.7225
21780,"Evansville, IN-KY Metro Area",1946,12274,1457,41048,11941,21087,70676,296227,45800,29565,9142,51639,16.4,21388,6.9,15,128119,141753,7,15.4,4.5,7178,47797,6014,8959,128119,314967,295.3861878964553,758.7812596526089,320.0499960943602,NA,838.3030478293634,1023,152,127,2477,559,666,213,0.1,1258,0.4,0.8,933,284,0.4,0.4,0.4,645,1348,497,562,933,-555555555,22.43917616766201,NA,9.320241338130957,0.6507861798625901,13.032476418164443,NA,0.49185253201092405,0.10804193625684275,8.658723272170606,0.53500291561412,1.5189003972868975,0.2302906302042833,2.9025262964056555,NA,0.5471,0.1722,0.5784,0.5262,1.8239,0.356,0.581,0.5,0.7199,0.589,2.3899,0.7016,0.1309,0.1157,0.24659999999999999,0.09424,0.5193,0.3985,0.6041,0.6118,0.5864,2.7201000000000004,0.6021,7.1805,0.3979
21820,"Fairbanks, AK Metro Area",2158,3254,589,29465,3283,3381,24155,91756,7749,36374,4242,9124,9.2,9274,10,8.1,36513,44059,4.3,11.3,7,3526,10490,1904,1560,36513,99653,394.60613274504493,364.3144246389374,247.4307984063423,NA,493.8056297775472,527,67,89,1175,1097,374,190,0.2,1066,1.2,1.2,746,149,0.8,0.9,0.9,445,883,395,296,746,-555555555,24.239109710696116,NA,8.99131816065511,1.3398759246860767,29.567599570509667,NA,0.6419198744496273,0.2696609909324754,7.385551192718855,0.8265012513587553,5.910223755922548,1.0739606227392473,4.256770995353878,NA,0.01571,0.7609,0.9049,0.01309,1.6946,0.288,0.01028,0.7644,0.1806,0.5157,1.47098,0.2042,0.5759,0.1517,0.7276,0.3351,0.4036,0.07712,0.0617,0.05913,0.7696,1.37115,0.09948,5.26433,0.1047
22020,"Fargo, ND-MN Metro Area",1549,34434,2149,31873,7567,7940,54007,220083,25007,34793,8810,27675,11.7,13187,5.6,10.9,97987,106086,5.8,9.5,2.8,3939,22387,2487,5694,97987,237003,317.1513834117707,1249.438273785464,398.33905156286147,NA,612.5136733167677,751,NA,103,1900,879,431,147,0.1,1118,0.5,0.8,862,203,0.5,0.5,0.4,571,1069,276,531,862,-555555555,22.787475264026195,NA,7.722452978456326,0.62139434042516,13.448352974434924,NA,0.9764497939413765,0.18099434390172764,32.458571347774445,1.176120919879481,1.5808219457683161,0.323367902873707,3.7172525242296515,NA,0.1571,0.007712,0.8663,0.1492,1.180312,0.07853,0.08226,0.5654,0.04712,0.2094,0.9041800000000001,0.0733,0.144,0.2853,0.4293,0.1702,0.9974,0.1105,0.527,0.3342,0.6963,2.6654,0.5864,5.1791920000000005,0.08901
22140,"Farmington, NM Metro Area",2749,1177,2574,78121,5055,12887,34703,118427,26707,23206,1768,17443,13.7,18305,14.5,21.3,43134,50931,5.3,14.8,8.9,4986,18712,16471,2268,43134,127455,321.4607285501605,247.88101984621574,379.9960526110765,NA,492.87929556839777,732,NA,119,1935,668,325,45,0.1,1181,0.9,1.5,510,149,0.6,0.7,0.8,441,883,584,269,510,-555555555,27.22764897414774,NA,11.719293364862986,1.134237502550098,61.29300537444588,NA,2.173490842459912,0.3208620079220645,2.3109697433782963,0.4866527316058444,6.373162702276626,0.7414413212942993,1.3871562512259228,NA,0.9319,0.9254,0.07198,0.3691,2.29838,0.7068,0.2571,0.9346,0.6571,0.9293,2.7781000000000002,0.9215,0.9319,0.6375,1.5694,0.8272,0.01285,0.7789,0.1285,0.2082,0.1257,1.2541499999999999,0.07853,7.90003,0.589
22180,"Fayetteville, NC Metro Area",2721,16146,6066,217736,16774,23770,97370,355269,68443,23797,16834,42119,10.9,37102,10.6,18.6,142140,166548,6.4,17,9,14401,59796,17242,9063,142140,385345,310.42068230064825,715.7241088575961,555.0351340230634,NA,740.6220358590473,1040,NA,57,2601,351,1361,89,0.1,1527,0.4,0.7,838,540,0.3,0.5,0.6,941,1643,560,463,838,-555555555,25.268266099209796,NA,11.801041226959336,0.5163852102416921,56.504171586500405,NA,1.7074385887876509,0.15622930251347958,9.694502485769869,0.42858936043075657,1.9143098353735752,0.21809898564655833,4.368552855233622,NA,0.8298,0.9357,0.09769,0.5733,2.43649,0.8063,0.05398,0.8613,0.8639,0.9372,2.71638,0.8979,0.9136,0.545,1.4586000000000001,0.788,0.6118,0.7841,0.6452,0.4936,0.7827,3.3174,0.8586,9.92887,0.966
