GEOID,NAME,estimate_CROWD,estimate_MUNIT,estimate_LIMENG,estimate_MINRTY,estimate_SNGPNT,estimate_NOHSDP,estimate_AGE17,estimate_P_LIMENG,estimate_POV,estimate_PCI,estimate_GROUPQ,estimate_AGE65,estimate_P_AGE65,estimate_UNINSUR,estimate_P_UNINSUR,estimate_P_POV,estimate_HH,estimate_HU,estimate_P_NOVEH,estimate_P_DISABL,estimate_P_UNEMP,estimate_UNEMP,estimate_DISABL,estimate_MOBILE,estimate_NOVEH,estimate_P_CROWD,estimate_TOTPOP,moe_CROWD,moe_MUNIT,moe_LIMENG,moe_MINRTY,moe_SNGPNT,moe_NOHSDP,moe_AGE17,moe_P_LIMENG,moe_POV,moe_PCI,moe_GROUPQ,moe_AGE65,moe_P_AGE65,moe_UNINSUR,moe_P_UNINSUR,moe_P_POV,moe_HH,moe_HU,moe_P_NOVEH,moe_P_DISABL,moe_P_UNEMP,moe_UNEMP,moe_DISABL,moe_MOBILE,moe_NOVEH,moe_P_CROWD,moe_TOTPOP,estimate_PAGE17,moe_PAGE17,estimate_PSNGPNT,moe_PSNGPNT,estimate_PMINRTY,moe_PMINRTY,estimate_PLIMENG,moe_PLIMENG,estimate_PMUNIT,moe_PMUNIT,estimate_PCROWD,moe_PCROWD,estimate_PGROUPQ,moe_PGROUPQ,estimate_PLPOV,estimate_PLUNEMP,estimate_PLPCI,estimate_PLNOHSDP,SPL_THEME1,RPL_THEME1,estimate_PLAGE65,estimate_PLAGE17,estimate_PLDISABL,estimate_PLSNGPNT,SPL_THEME2,RPL_THEME2,estimate_PLMINRTY,estimate_PLLIMENG,SPL_THEME3,RPL_THEME3,estimate_PLMUNIT,estimate_PLMOBILE,estimate_PLCROWD,estimate_PLNOVEH,estimate_PLGROUPQ,SPL_THEME4,RPL_THEME4,SPL_THEMES,RPL_THEMES
29620,"Lansing-East Lansing, MI Metro Area",3018,28728,6187,113301,15659,20506,99185,449955,73238,30044,21200,68389,14.3,25867,5.5,16.1,186011,202120,7,13.7,6.2,15308,64877,7513,13017,186011,476615,390.2166065148945,982.9979654098985,663.7115337253075,NA,761.1044606359892,900,50,76,2386,355,712,109,0.1,1335,0.3,0.5,1095,325,0.3,0.4,0.4,1075,1801,425,627,1095,-555555555,20.810297619672063,NA,8.418319346705303,0.4061596606125461,23.772017246624635,NA,1.3750263915280416,0.14750601971926944,14.2133386107263,0.48580645126699246,1.6224846917655407,0.2095639274403067,4.448034577174449,NA,0.6571,0.5707,0.6041,0.5183,2.3502,0.7487,0.3162,0.2592,0.5026,0.3534,1.4313999999999998,0.1832,0.4503,0.4447,0.895,0.4346,0.8355,0.4704,0.7249,0.6118,0.7932,3.4358000000000004,0.9005,8.112400000000001,0.6257
29700,"Laredo, TX Metro Area",9308,8537,51958,262540,11439,48935,91335,245507,80742,17326,3257,24386,9,75857,28.1,30.1,73659,81596,6.7,11.6,5.2,5864,31404,8177,4946,73659,272053,608.7569301453577,710.6644777952532,1728.2870132012217,NA,731.3173045949344,1298,6,49,3449,497,449,93,0.1,2690,1,1.3,627,165,0.6,0.4,0.4,516,1192,506,433,627,-555555555,33.57250241680849,NA,15.529670508695476,0.9840020898941046,96.50325488048284,NA,21.163551344768173,0.7039538185251022,10.462522672680032,0.8706980392627732,12.636609239875643,0.8194230115558268,1.1971931939732332,NA,0.9948,0.3239,0.02314,0.767,2.10884,0.5288,0.007712,0.9974,0.2173,1,2.2224120000000003,0.5812,1,0.982,1.982,1,0.6761,0.5193,0.4242,0.5501,0.06806,2.23776,0.3325,8.551012,0.7304
29740,"Las Cruces, NM Metro Area",3166,5379,17460,156115,8748,26731,53956,200984,58023,21300,5514,32046,14.9,23944,11.3,27.7,77453,87096,6.4,13.7,8.3,8052,29042,18603,4919,77453,215338,465.2418725781247,681.3816845205042,1261.9156073208699,NA,663.8267846358717,1455,NA,168,3671,627,662,165,0.1,1798,0.8,1.8,797,248,0.7,0.6,0.9,914,1374,786,555,797,-555555555,25.056422925818943,NA,11.29459155875176,0.8491537446898522,72.4976548495853,NA,8.687258687258687,0.6278266967167186,6.175943786166989,0.782136400852026,4.087640246342943,0.5992018628058354,2.5606256211165705,NA,0.9921,0.8895,0.04113,0.6204,2.54313,0.8508,0.3959,0.856,0.5026,0.877,2.6315,0.8586,0.9843,0.9203,1.9045999999999998,0.9686,0.2751,0.8021,0.4447,0.4936,0.4843,2.4998,0.4843,9.579030000000001,0.9346
29820,"Las Vegas-Henderson-Paradise, NV Metro Area",32220,144006,142649,1210163,80535,208782,504354,2004526,299169,29256,22822,301845,14.1,265314,12.5,14.1,767954,888556,8.4,12.2,7.2,78287,258341,25396,64390,767954,2141574,1246.3530799897756,2305.7619131211272,2941.045222365681,NA,2181.399779957814,3346,NA,NA,6156,248,651,NA,NA,5118,0.2,0.3,2839,372,0.2,0.2,0.2,2245,3750,801,1566,2839,-555555555,23.550622112520976,NA,10.486956249983722,0.28139537594115704,56.50811038983476,NA,7.116345709659042,NA,16.20674442578746,0.2594066760679792,4.195563796789912,0.16155242968379435,1.0656647867409672,NA,0.4319,0.7943,0.5476,0.9555,2.7293000000000003,0.945,0.2956,0.6806,0.2906,0.7932,2.06,0.5157,0.9162,0.8895,1.8056999999999999,0.9293,0.8895,0.8638,0.9203,0.7918,0.02618,3.49158,0.9136,10.086580000000001,0.9817
29940,"Lawrence, KS Metro Area",836,8106,1003,25451,2887,3066,22238,113095,20749,30315,8486,13497,11.3,9093,7.7,18.7,46294,49732,5.8,10.6,4.4,3085,12555,1047,2678,46294,119319,231.08656386730925,679.6212180325156,251.4696800809195,NA,429.88486830778305,433,NA,NA,1414,932,519,151,0.1,861,0.7,1.3,487,217,0.8,0.7,0.7,515,831,288,398,487,-555555555,18.637434105213753,NA,6.236229316974122,0.9262771060580763,21.330215640426083,NA,0.886865024979,NA,16.299364594225047,1.3647153159652097,1.805849570138679,0.4988101197355688,7.112027422288151,NA,0.8429,0.1568,0.635,0.007853,1.6425530000000002,0.2592,0.06427,0.07592,0.1204,0.04974,0.31033,0.005236,0.3717,0.2339,0.6055999999999999,0.2461,0.8997,0.02571,0.162,0.3342,0.9476,2.36921,0.4241,4.927693,0.07068
30020,"Lawton, OK Metro Area",1217,3914,1306,54741,5138,8588,30622,119410,18378,25985,9470,15739,12.2,15267,13.2,15.5,44822,54690,7.4,19.1,7.4,4092,22101,2979,3332,44822,128490,281.81021982887705,430.0697617828996,295.0965943551365,NA,471.8400152594097,592,NA,62,1324,811,745,70,0.1,997,0.9,1.1,698,288,0.9,0.9,0.8,457,1057,338,415,698,-555555555,23.832204840843644,NA,11.46312078889831,1.0374513343898122,42.60331543310764,NA,1.0937107444937608,0.24712822649059873,7.156701407935636,0.7854737147923507,2.715184507607871,0.6273085284811594,7.3702233636858905,NA,0.5969,0.8175,0.2622,0.1937,1.8703,0.3848,0.09512,0.7277,0.9372,0.9084,2.66842,0.8743,0.767,0.3188,1.0857999999999999,0.5681,0.3728,0.1568,0.1491,0.6632,0.9529,2.2948,0.3796,7.919319999999999,0.5995
30140,"Lebanon, PA Metro Area",1224,2669,2855,23925,4724,12316,31808,130249,14073,28560,3294,26068,18.8,12919,9.4,10.4,53281,57336,6.4,13.2,5.3,3768,18058,2992,3400,53281,138674,254.82543044209697,283.1960451701259,415.73188475266124,NA,417.06234545928504,760,NA,34,1033,564,456,112,0.1,1114,0.8,0.8,457,216,0.7,0.6,0.6,467,845,294,388,457,-555555555,22.937248510896058,NA,8.866199958709483,0.7790571616255627,17.252693367177695,NA,2.1919554084868214,0.3191818875767653,4.655016045765313,0.4936122002852524,2.297254180664777,0.47786092196254987,2.3753551494872864,NA,0.1152,0.3548,0.4961,0.356,1.3220999999999998,0.1335,0.8303,0.5812,0.411,0.4712,2.2937000000000003,0.6414,0.2644,0.6452,0.9096,0.445,0.1388,0.162,0.2468,0.4936,0.4398,1.4809999999999999,0.1126,6.0064,0.1911
30300,"Lewiston, ID-WA Metro Area",538,1294,239,7243,2332,3768,13341,58898,8545,27804,1265,12738,20.4,5697,9.2,14,25473,27761,5.6,18.3,5.4,1633,11279,2946,1422,25473,62492,149.91330828182,216.00462958001617,138.30762813380903,NA,316.09650425147066,450,86,57,888,818,234,95,0.2,672,1.1,1.5,363,104,0.9,1.1,0.8,244,697,291,220,363,-555555555,21.348332586571082,NA,9.154791347701488,1.234031252529125,11.590283556295205,NA,0.4057862745763863,0.23482535014501432,4.661215374085948,0.7778906599286672,2.1120401994268443,0.5877483559031217,2.024259105165461,NA,0.4188,0.3805,0.4139,0.02356,1.23676,0.08639,0.9177,0.3246,0.9162,0.5524,2.7109,0.8953,0.1021,0.07198,0.17408,0.06021,0.1414,0.1491,0.007712,0.2828,0.322,0.9030119999999999,0.02356,5.024751999999999,0.08639
30340,"Lewiston-Auburn, ME Metro Area",858,3832,874,9893,4559,7241,23529,100988,13770,27231,3191,18104,16.8,8840,8.3,13.2,45491,49735,9.6,16.4,4.6,2605,17430,4378,4384,45491,107444,181.79383927955314,356.78564993564413,185.14858897652988,NA,475.1862792631959,580,NA,NA,1041,590,285,65,0.1,776,0.7,1,450,145,0.9,0.8,0.6,339,838,407,421,450,-555555555,21.898849633297345,NA,10.021762546437756,1.0398571389077265,9.207587208220096,NA,0.8654493603200379,NA,7.7048356288328135,0.7170215999003761,1.8860873579389328,0.399190182913642,2.969919213729943,NA,0.3403,0.1954,0.3676,0.1152,1.0185,0.03927,0.6427,0.4084,0.822,0.7042,2.5773,0.8194,0.04712,0.2262,0.27332,0.09948,0.4422,0.3033,0.1542,0.874,0.6047,2.3784,0.4293,6.24752,0.2277
30460,"Lexington-Fayette, KY Metro Area",3904,26991,10016,114201,18990,34449,112109,475253,82125,31827,16712,68100,13.4,34939,7,16.8,200538,218435,6.9,13.2,5.3,14441,65927,6132,13792,200538,506786,411.76813864115326,1036.7121104723335,965.1699332241965,NA,927.1919973770265,1582,81,195,3403,424,1074,203,0.1,1545,0.3,0.7,1318,532,0.4,0.3,0.3,831,1603,436,730,1318,-555555555,22.12156610482531,NA,9.469526972444125,0.45814430865060696,22.53436361699021,NA,2.1075090530727847,0.20308365941166961,12.35653626937075,0.4736538847445259,1.946763206973242,0.20493270220417487,3.297644370602187,NA,0.7147,0.3548,0.7301,0.6885,2.4881,0.8298,0.2237,0.4529,0.411,0.6047,1.6923000000000001,0.2984,0.4136,0.6272,1.0408,0.5471,0.7661,0.4087,0.7378,0.5938,0.644,3.1504000000000003,0.7958,8.3716,0.6754
30620,"Lima, OH Metro Area",446,2741,387,19681,4595,7192,24117,97257,14795,25662,3976,17319,16.7,6807,6.7,14.8,40537,45063,8.4,15.5,6,3070,15701,1766,3406,40537,103642,124.02015965156633,285.99650347512994,169.98235202514408,NA,392.0012755081289,456,53,52,1125,706,350,91,0.1,757,0.7,1.1,487,154,0.8,0.6,0.8,397,659,219,331,487,-555555555,23.269523938171783,NA,11.335323284900214,0.9573842844654284,18.989405839331543,NA,0.3979148030475955,0.17477634112524837,6.082595477442691,0.6343187563437086,1.1002294200360165,0.3056574502661557,3.8362825881399436,NA,0.5157,0.5167,0.2288,0.1126,1.3738000000000001,0.1597,0.6298,0.6335,0.7408,0.8848,2.8889000000000005,0.9529,0.3194,0.06941,0.38881,0.1597,0.2674,0.06684,0.1003,0.7918,0.7173,1.94364,0.2225,6.595150000000001,0.2906
30700,"Lincoln, NE Metro Area",2639,24096,6217,57931,10181,13138,75280,305953,40128,30917,14749,43274,13.2,23335,7.2,12.8,129242,136297,5.6,10.7,3.3,6169,34415,2458,7243,129242,327221,347.60034522422444,921.9094315603892,625.0127998689306,NA,700.2463852102344,693,42,54,2051,449,595,75,0.1,1208,0.4,0.7,749,275,0.4,0.4,0.3,567,1141,266,498,749,-555555555,23.005858425956767,NA,7.877470172235032,0.5398834853177512,17.70393709450188,NA,2.0320114527394733,0.20428361109658616,17.67903915713479,0.6754562526231971,2.041905881988827,0.2686926300009159,4.507351300802822,NA,0.3089,0.01542,0.6761,0.3822,1.3826200000000002,0.1623,0.1928,0.5916,0.1257,0.2408,1.1509,0.1126,0.2853,0.6067,0.892,0.4319,0.928,0.108,0.6118,0.2828,0.8037,2.7343,0.6099,6.15982,0.2199
30780,"Little Rock-North Little Rock-Conway, AR Metro Area",5441,33083,8771,239824,29133,47344,174284,686675,108611,29397,13671,106071,14.4,59178,8.2,15.1,282138,323538,6,15.6,4.8,17400,113132,30115,16846,282138,734502,535.5109709427063,1422.8113016138157,980.4759048543723,NA,1372.472221941122,1781,141,164,3921,399,687,172,0.1,2522,0.3,0.5,1723,265,0.4,0.4,0.3,1155,2639,1084,1040,1723,-555555555,23.728185900106467,NA,10.325798013737957,0.4823497396633354,32.651238526239545,NA,1.2773145956966543,0.1427856944080194,10.225383108012041,0.43968660441116986,1.9284888955050365,0.18943889185131588,1.8612610993571155,NA,0.5576,0.2391,0.5578,0.7592,2.1136999999999997,0.5366,0.3239,0.6963,0.7618,0.7592,2.5412,0.8037,0.6361,0.4139,1.05,0.5497,0.653,0.8817,0.8123,0.3805,0.2749,3.0024,0.7251,8.7073,0.767
30860,"Logan, UT-ID Metro Area",1379,3797,2104,21483,2546,4921,42006,123679,19677,22637,2831,12612,9.3,10368,7.7,14.8,41939,45408,3.3,9.1,2.7,1806,12305,1287,1379,41939,135615,229.42101037176172,371.6019375622253,295.2100946783494,NA,334.32020579079574,407,14,38,1257,559,437,79,0.1,871,0.6,0.9,438,179,0.5,0.5,0.3,204,711,191,222,438,-555555555,30.974449729012278,NA,6.070721762559908,0.7946330044525252,15.84116801238801,NA,1.7011780496284736,0.2386899852729153,8.361962649753348,0.8176981274437976,3.288108920098238,0.5459560875737602,2.0875271909449546,NA,0.5157,0.002571,0.0617,0.04712,0.6270910000000001,0,0.01285,0.9817,0.02094,0.04188,1.05737,0.09948,0.2304,0.5424,0.7727999999999999,0.356,0.4884,0.03599,0.1131,0.005141,0.3482,0.990831,0.0288,3.448092,0
30980,"Longview, TX Metro Area",2493,5752,6676,79330,7417,24450,54100,202821,32569,25336,9977,33913,15.6,39203,18.6,15.6,77528,90304,6,15.5,5.6,5573,32624,13041,4642,77528,217858,368.4616669342959,601.4149981501957,682.305649983935,NA,634.3027668235414,1074,46,130,2369,582,544,209,0.1,1935,0.9,1.1,981,222,0.6,0.6,0.6,584,1206,620,510,981,-555555555,24.83268918286223,NA,9.56686616448251,0.8091544830051858,36.41362722507321,NA,3.2915723716972107,0.33640117736909614,6.369596031183558,0.6658052124125386,3.2156124238984627,0.47351775300853804,4.57958853932378,NA,0.6021,0.4319,0.2031,0.5864,1.8235000000000001,0.3534,0.4781,0.8298,0.7408,0.623,2.6717000000000004,0.8796,0.7016,0.7429,1.4445000000000001,0.7723,0.3111,0.7095,0.4473,0.3805,0.8115,2.6599,0.5812,8.5996,0.7435
31020,"Longview, WA Metro Area",1221,3531,1186,16981,4004,8381,24114,98815,16610,27264,1282,19408,18.5,6074,5.8,16,41397,44419,7.4,20.9,7.8,3701,21713,4439,3046,41397,105112,264.5789107241921,375.2878894928532,297.3297832374012,NA,396.82867839912984,618,21,127,1394,838,260,78,0.1,704,0.7,1.3,442,125,0.7,0.9,1.1,505,892,352,295,442,-555555555,22.941243625846717,NA,9.672198468488055,0.9530138114245394,16.155148793667706,NA,1.2002226382634216,0.30089143959779235,7.949300974808078,0.8445852421226896,2.9494890934125664,0.6383494752609509,1.2196514194383135,NA,0.6414,0.856,0.3728,0.1754,2.0456,0.4738,0.8021,0.5838,0.9843,0.6361,3.0062999999999995,0.9843,0.2408,0.3702,0.611,0.2513,0.4524,0.3111,0.1105,0.6632,0.0733,1.6105,0.1414,7.2734,0.4084
31080,"Los Angeles-Long Beach-Anaheim, CA Metro Area",469799,1149887,1601964,9307146,385538,1781058,2957709,12448533,1949459,34168,220875,1739765,13.1,1352330,10.3,14.9,4338482,4615697,7.9,9.6,6.4,441609,1262653,86507,343744,4338482,13262234,4008.5425032048743,5578.475239704842,10351.863310534969,NA,3732.231772009879,8682,NA,NA,17094,143,3570,NA,NA,13819,0.1,0.1,7053,1242,0.1,0.1,0.1,5311,7963,1574,3964,7053,-555555555,22.301740415679593,NA,8.88647227302084,0.08480451203531678,70.17781468793267,NA,12.868697058520873,NA,24.912532170114286,0.12067273302841026,10.828649283320756,0.09070251038497808,1.6654433936243322,NA,0.5314,0.635,0.8406,0.9974,3.0043999999999995,0.9921,0.1825,0.4791,0.05236,0.4869,1.20086,0.123,0.9738,0.9537,1.9275,0.9764,0.982,0.9871,0.9974,0.7404,0.2042,3.9111000000000002,0.9791,10.043859999999999,0.9764
31140,"Louisville/Jefferson County, KY-IN Metro Area",8929,51766,18002,302011,46481,93083,292716,1206300,164616,31216,26381,194961,15.2,74864,5.9,13.1,501246,554435,7.6,14.3,5.5,36599,181230,21187,38111,501246,1285270,693.1392356518278,1316.2146481482418,1158.1204600558615,NA,1380.5542365296628,1963,274,238,3947,240,1641,291,0.1,2900,0.2,0.3,2079,715,0.2,0.2,0.2,1480,2858,965,1226,2079,-555555555,22.77466991371463,NA,9.27309145609142,0.2727257771360756,23.497864261983864,NA,1.492331924065324,0.0960055553137308,9.336712148403329,0.23709192442831106,1.781360848764878,0.13808572046452527,2.0525648307359545,NA,0.3272,0.401,0.6992,0.8743,2.3017,0.712,0.4396,0.5628,0.5916,0.5812,2.1752,0.5576,0.4372,0.4807,0.9178999999999999,0.4529,0.5835,0.8278,0.892,0.6967,0.3351,3.3351,0.8639,8.7299,0.7749
31180,"Lubbock, TX Metro Area",3769,18177,5634,145274,12074,27031,75736,291893,57007,26907,12167,38126,12.2,42412,13.7,19,116362,130854,5.6,14.2,4.3,6849,43818,6858,6505,116362,313123,523.106107783115,1093.4651343321377,607.1120160234024,NA,797.5487445918275,1162,54,62,2312,472,1115,40,0.1,1950,0.6,0.8,1198,436,0.5,0.5,0.4,684,1613,459,584,1198,-555555555,24.18730019832462,NA,10.376239665870301,0.6770266960291568,46.395186556081796,NA,1.9301593392099161,0.2079908859053699,13.891054151955615,0.8343547425392509,3.239029923858304,0.4483120896910544,3.885693481475331,NA,0.856,0.1337,0.329,0.623,1.9417,0.4215,0.09512,0.7565,0.5733,0.767,2.19192,0.5628,0.8272,0.5835,1.4107,0.7565,0.8201,0.4447,0.5835,0.2828,0.7251,2.8562,0.644,8.40052,0.6806
31340,"Lynchburg, VA Metro Area",1326,7293,1935,62200,7788,21335,51969,246761,35068,27042,12877,47149,18.1,23561,9.1,14.1,100371,116114,6.6,14.3,4.8,6176,36848,13416,6641,100371,260668,289.79475495598604,565.7596662894944,408.797015644684,NA,649.5667787071626,957,91,107,1929,581,825,139,0.1,1594,0.6,0.8,1100,337,0.5,0.5,0.5,603,1244,789,542,1100,-555555555,19.936854542943514,NA,7.7592133185880385,0.6415547259195379,23.86177052802799,NA,0.784159571407151,0.16566481517469198,6.280896360473327,0.4869038849510687,1.3210987237349434,0.28836034477928973,4.9400003069038005,NA,0.4319,0.2391,0.3419,0.5314,1.5443000000000002,0.2147,0.7763,0.1649,0.5916,0.2147,1.7475,0.3272,0.4529,0.1954,0.6483,0.2696,0.2828,0.7198,0.5398,0.5321,0.8482,2.9226999999999994,0.6754,6.8628,0.3351
31420,"Macon-Bibb County, GA Metro Area",1635,7500,1518,116700,9699,22774,54645,215067,50053,25423,7927,36182,15.8,29245,13,22.6,85991,102633,9.7,15.6,8.5,8679,35099,10285,8362,85991,229676,317.0757007403752,645.7003949201209,367.1961328772404,NA,675.0481464310527,1023,241,102,2646,983,496,169,0.1,1676,0.7,1.2,900,218,0.7,0.6,0.8,806,1294,609,651,900,-555555555,23.792211637262927,NA,11.2790873463502,0.7760951473928074,50.81070725717968,NA,0.7058265563754551,0.17073536483903393,7.307591125661338,0.6289437587068191,1.9013617704178345,0.3681938789035973,3.4513836883261635,NA,0.9607,0.8997,0.2108,0.5602,2.6314,0.8979,0.509,0.7173,0.7618,0.8743,2.8624,0.945,0.8586,0.1645,1.0231000000000001,0.534,0.3907,0.617,0.4833,0.8869,0.6597,3.0376000000000003,0.7382,9.5545,0.9267
31460,"Madera, CA Metro Area",4010,1458,18907,101482,5040,27278,42814,143206,30549,21394,8179,20797,13.4,13784,9.4,20.8,44759,50362,6,13.2,8.3,5243,19408,3116,2675,44759,155013,521.0959604525831,299.482887658043,1290.8129221540974,NA,656.2011886609167,1088,70,198,2576,717,371,71,0.1,1280,0.9,1.7,607,130,1,0.8,1,650,1181,337,461,607,-555555555,27.619618999696797,NA,11.26030519001765,1.4581018410317246,65.46676730338746,NA,13.20265910646202,0.9011830449670445,2.8950399110440412,0.594613475949103,8.959092026184678,1.157868918858816,5.276331662505726,NA,0.9241,0.8895,0.0437,0.6257,2.483,0.8272,0.2237,0.945,0.411,0.8717,2.4514,0.7382,0.9424,0.9563,1.8987,0.966,0.03085,0.1748,0.1465,0.3805,0.8691,1.60175,0.1387,8.43485,0.6963
31540,"Madison, WI Metro Area",4638,57222,8885,114200,19179,20729,136319,610189,70510,37679,15963,87916,13.6,27851,4.3,11.2,268213,282959,6.8,9,3.1,11720,57958,3845,18266,268213,647281,482.12135401784474,1263.3107297889937,807.4416387578733,NA,942.1167655869415,1026,46,61,2340,331,614,70,0.1,1720,0.3,0.4,1005,314,0.3,0.3,0.2,694,1618,303,848,1005,-555555555,21.060250493989475,NA,7.150660109688942,0.3502335417021582,17.6430329331465,NA,1.4561062228260424,0.13232640218237965,20.22271777890083,0.44589988236674516,1.7292226700420934,0.17963634632417208,2.466162300453744,NA,0.1754,0.01285,0.9357,0.5236,1.6475499999999998,0.2618,0.2391,0.288,0.01832,0.1257,0.67112,0.03665,0.2775,0.4679,0.7454000000000001,0.3429,0.9537,0.2571,0.8046,0.5681,0.4634,3.0469,0.7461,6.11097,0.2042
31700,"Manchester-Nashua, NH Metro Area",2968,25569,7730,62265,12602,23576,86322,389409,32560,39478,8355,60825,14.8,26187,6.4,8.1,159200,170155,5.8,11.7,4.3,10214,47563,3277,9302,159200,411087,378.00132274900835,810.8563374605886,802.9059720789228,NA,878.9129649743483,1049,27,17,1843,513,573,38,0.1,1484,0.4,0.5,918,262,0.4,0.3,0.3,724,1215,341,613,918,-555555555,20.998474775412504,NA,7.915829145728644,0.5501908273444747,15.146428858124922,NA,1.9850594105426427,0.20618575871691425,15.02688724986042,0.47597776975576944,1.8643216080402008,0.23719452553460763,2.0324164957782656,NA,0.01571,0.1337,0.9537,0.5681,1.67121,0.2775,0.3856,0.2827,0.2251,0.2539,1.1473,0.1099,0.2042,0.599,0.8031999999999999,0.3743,0.8663,0.2005,0.6838,0.3342,0.3272,2.412,0.4424,6.033709999999999,0.1937
31740,"Manhattan, KS Metro Area",1015,6532,998,20074,2626,2388,19381,92630,16411,27166,10214,9717,9.8,5109,5.6,18.5,35343,40102,5.5,10.2,5.2,2593,9343,2551,1949,35343,98841,250.28184113115358,533.2513478651507,257.6955568107452,NA,369.80265007162944,311,78,83,1206,812,682,138,0.1,599,0.6,1.3,625,272,0.9,0.8,0.8,390,735,314,325,625,-555555555,19.608259730273875,NA,7.430042724160371,1.038042513302968,20.309385781204156,NA,1.0774047284896902,0.2781971339910688,16.288464415739863,1.3251400411437733,2.8718558130322838,0.7063276935744822,10.333768375471717,NA,0.8141,0.3239,0.3599,0.002618,1.500518,0.1885,0.02057,0.1387,0.09686,0.1728,0.42893,0.01832,0.3482,0.3136,0.6617999999999999,0.2775,0.8972,0.1234,0.04884,0.2545,0.9869,2.31084,0.3901,4.902088,0.06806
31860,"Mankato-North Mankato, MN Metro Area",419,5970,847,11436,3456,3527,20509,94394,14385,29634,6782,13793,13.8,3533,3.6,15.2,38521,41451,6.9,10.4,3.8,2266,10339,2196,2642,38521,100105,133.41664064126334,456.2817112267376,213.67966679120408,NA,337.19134033957636,349,NA,138,961,712,497,82,0.1,374,0.4,1,484,272,0.9,0.6,0.6,328,575,226,335,484,-555555555,20.487488137455674,NA,8.971729705874717,0.8680554869689199,11.424004794965287,NA,0.8973027946691527,0.22636616611104282,14.402547586306724,1.096709082429021,1.087718387373121,0.3460780657920264,6.774886369312222,NA,0.5654,0.07712,0.581,0.02094,1.24446,0.09424,0.2674,0.2277,0.1073,0.5026,1.105,0.1047,0.09424,0.2391,0.33334,0.1257,0.8458,0.09512,0.07198,0.5938,0.9372,2.5439,0.5131,5.226699999999999,0.09424
31900,"Mansfield, OH Metro Area",652,3126,417,17424,4072,11178,26365,114328,16190,24545,7113,22951,18.9,9058,7.9,14.3,47998,54280,9.6,16.1,6.5,3533,18516,2032,4602,47998,121324,180.75397644312005,372.1518507276297,143.33527130472805,NA,431.335136523794,622,NA,58,1390,657,394,85,0.1,1073,0.9,1.2,622,178,1.1,0.6,0.8,447,729,274,525,622,-555555555,21.73106722495137,NA,8.483686820284179,0.8919021182182243,14.361544294616069,NA,0.36474004618291234,0.12537183821231426,5.759027266028003,0.6853548988338313,1.3583899329138716,0.3761748272644516,5.862813623025946,NA,0.4581,0.6581,0.1362,0.3063,1.5587000000000002,0.2251,0.8406,0.377,0.8063,0.3665,2.3904,0.7042,0.1649,0.05913,0.22403,0.08377,0.2314,0.0874,0.1928,0.874,0.9005,2.2861,0.3691,6.45923,0.2723
32420,"Mayag�ez, PR Metro Area",916,7233,54188,NA,NA,NA,16807,89669,47136,10885,1309,21557,23.1,4955,5.3,NA,NA,48574,20.2,NA,26.1,8329,NA,34,7303,36165,NA,219.31256233968907,482.8881858153086,1648.1911296933981,NA,NA,NA,NA,NA,1785,494,396,NA,NA,685,0.7,NA,NA,410,1.3,NA,2.2,735,NA,31,491,737,NA,NA,NA,NA,NA,NA,NA,60.431141197069216,NA,14.890682257998106,0.9861515084026558,2.532835614544449,0.604221453155814,NA,NA,NA,1,0.01285,NA,NA,NA,0.9512,NA,NA,NA,NA,NA,NA,0.9871,NA,NA,0.8612,0,0.05656,0.9974,NA,NA,NA,NA,NA
32580,"McAllen-Edinburg-Mission, TX Metro Area",28960,12926,153886,795090,34997,168031,282420,769339,261968,16490,9627,90250,10.6,256271,30.5,31.2,234879,272157,6.6,13.2,7.4,25845,110732,41668,15431,234879,849389,1317.4342488336943,862.2627209847356,3788.4748910346498,NA,1207.1950960801655,3137,49,195,7397,320,654,107,0.1,5644,0.7,0.9,1664,203,0.4,0.3,0.4,1380,2922,1145,1006,1664,-555555555,33.249783079366466,NA,14.900012346782813,0.5030079148835553,93.60728712050663,NA,20.00236566715063,0.49240635114208176,4.749464463526568,0.3168056733600395,12.329752766317977,0.554055756944388,1.1334029520043232,NA,1,0.8175,0.01799,0.9372,2.77269,0.9634,0.04884,0.9948,0.411,0.9921,2.44674,0.7304,0.9974,0.9769,1.9743,0.9974,0.1465,0.9409,0.7738,0.5321,0.04188,2.43518,0.4555,9.628910000000001,0.9398
32780,"Medford, OR Metro Area",2764,6177,3675,40176,8104,15862,44616,202399,34519,28728,3674,45075,21,16698,7.8,16.3,87417,94525,6.6,16,6.5,6530,34176,12202,5761,87417,214267,442.7188724235731,532.0084585793726,558.0474890186318,NA,710.1781466646239,862,NA,101,2207,798,452,99,0.1,1277,0.6,1,807,209,0.7,0.5,0.7,689,1140,676,598,807,-555555555,20.822618508683092,NA,9.27050802475491,0.8078824521542379,18.75043753821167,NA,1.8157204334013508,0.27571503600810043,6.5347791589526585,0.562637524481814,3.1618563894894582,0.5056029673203521,1.714683082322523,NA,0.6728,0.6581,0.5116,0.4581,2.3006,0.7094,0.9229,0.2644,0.801,0.5785,2.5668,0.8115,0.3115,0.5604,0.8719,0.4162,0.3368,0.6838,0.491,0.5321,0.2277,2.2714000000000003,0.356,8.0107,0.6178
